l00,l01,l02,l10,l11,l12,l20,l21,l22,li00,li01,li02,li10,li11,li12,li20,li21,li22,o1,o2
-35132535449109,35236208728555,-5285312401967,-23372884,-23372884,-44220,8305996,8305996,48186916,-4,-6188202,-444413,4,-5858527,433358,0,2076499,5843221,281197612767569,278649599463945
-32126091059090,38242653118574,12222015487923,-16053832,-16053832,-30223668,-7115080,-7115080,56737612,-4,-8017613,-3409266,4,-6166790,-4146651,0,-1778770,4013458,281197612767569,193910933831601
25862675360776,-44506068816888,2687558283037,25595936,25595936,-13850508,-4044512,-4044512,46176020,4,7262611,1945612,-4,4281394,1517015,0,1011128,6398984,281197612767569,157755950959001
5754292307040,32307225935312,-15643489869667,7639424,-3819712,-96309644,-20465280,10232640,-36756172,4,3650114,-11266547,8,-1888815,1544317,0,-2558160,-954928,281197612767569,37844746168769
34799580946387,-35569163231277,2516443706468,-10366132,-10366132,-56311408,10965356,10965356,-49046768,4,-6099863,7208582,-4,-6161829,6869270,0,-2741339,-2591533,281197612767569,244420682672681
-8947514713782,30710614731941,-1992364270397,-9110232,-4555116,-105707764,-17004248,-8502124,49869068,-4,-5380835,-11565596,8,-1705597,-3295749,0,-2125531,1138779,281197612767569,95906250630353
26647243932989,43721500244675,-9642440949615,15040756,-15040756,45522500,-23694828,23694828,3141604,4,1299695,-6555760,4,514294,4824865,0,5923707,3760189,281197612767569,45035917624249
33641372022092,-36727372155572,-3136702677419,-25483984,-25483984,14353748,-13897680,-13897680,-36352876,4,-4588517,-2156892,-4,-4499702,-1431545,0,3474420,-6370996,281197612767569,52420387799265
-10671032688601,18184453277996,59697711489063,-25033572,7664816,-25033572,-5402180,-43321552,-5402180,-4,-8839016,-3242895,0,1350545,-6258393,4,-1991372,1326691,281197612767569,177524298557001
-20314782880453,29739178416758,-2781618836317,-8951572,-17903144,-52181364,-9513876,-19027752,70317580,-8,-7241351,-5690135,4,-5169022,-3677603,0,-2378469,2237893,281197612767569,280892506869233
11843681931986,11150334517734,1933236471219,-2768056,13840280,172485324,-1553016,7765080,-309974740,20,-12332655,-6737766,4,13032206,7276713,0,388254,-692014,281197612767569,173687765770713
7531788635196,-20429180249835,-70368744177664,28033264,-1478572,0,-10701328,-39598572,0,0,9899643,-369643,0,-2675332,-7008316,-4,1836282,1995063,281197612767569,229418591640577
20246606749315,50122137428349,-4119001477284,18025996,-18025996,544112,-1285844,1285844,62420976,4,11134095,166896,4,-4471149,302924,0,321461,4506499,281197612767569,60138253338217
-23223716462308,-3537285540509,-47145027715356,29955184,-1218164,-29955184,-4089744,37752460,4089744,-4,6271869,-172412,0,1022436,7488796,-4,-3166246,-476953,281197612767569,161394016582417
-24452186651741,-15131593776943,-45916557525923,-5561716,40443716,5561716,-29355924,11033060,29355924,-4,221683,-6298530,0,7338981,-1390429,-4,-2536582,3812399,281197612767569,47979147535353
14014458447588,-42339827282488,7353700045445,14748560,29497120,-27421164,3633296,7266592,69584468,8,10656829,3354097,-4,3369644,1750597,0,-908324,3687140,281197612767569,98739931708193
27846943438999,-7376757690027,-42521800738665,-18504100,30069076,-18504100,-24142724,-21614156,-24142724,4,-2632482,-5027415,0,6035681,-4626025,-4,-2771057,-2489854,281197612767569,183753807448713
3210735649755,-4043206625799,-70368744177664,1852268,33149924,0,34525676,10054500,0,0,-2513625,8287481,0,8631419,-463067,-4,-610629,404742,281197612767569,74619827186737
857849085767,18913385764266,-51455358413398,-27393764,-14324056,-14324056,-20526852,30367208,30367208,0,-7591802,-3581014,4,-3659885,5051404,-4,-1471828,1797037,281197612767569,170514938382873
-3602011416763,22255577586967,154637391375,-11949804,-3983268,144063548,11116500,3705500,148639868,-4,-11750576,11392961,12,-1908239,1837004,0,926375,995817,281197612767569,126119467277889
20078804032884,-50289940144780,5970072733253,-5429808,-5429808,56714516,17472848,17472848,24850932,4,-4810609,10017776,-4,-1402124,4160853,0,4368212,1357452,281197612767569,132643923210921
6205205790719,64163538386945,18257595396804,13378556,-13378556,29637392,-5307396,5307396,72399632,4,16159576,-7623769,4,-1940332,-214421,0,1326849,3344639,281197612767569,225725972996433
29688296420325,-40680447757339,18642214997870,-12084332,-12084332,47433144,19478452,19478452,16713848,4,-3705652,6054971,-4,-472810,5803315,0,4869613,3021083,281197612767569,234066239591481
-10694314849102,-59674429328562,-12751272409221,-18404664,18404664,-9317908,1986376,-1986376,-60169044,-4,-12666222,2809215,-4,2376039,479738,0,-496594,-4601166,281197612767569,29801049425249
23746218478732,-22876307220200,-5165981490581,229936,459872,69238188,-16224080,-32448160,11194444,8,1505335,-5618753,-4,646638,-5845397,0,4056020,57484,281197612767569,206075146469065
-1241136011615,-33649579971560,-36719164206104,6026884,33116256,-33116256,35644164,9043040,-9043040,0,-2260760,8279064,-4,4689751,-932246,-4,-4221290,574475,281197612767569,188599917238897
-26825066949073,43543677228591,-12714494859268,23837884,23837884,23080944,-7067492,-7067492,40388464,-4,5928778,-4647361,4,4168338,-1122875,0,1766873,5959471,281197612767569,18379447435865
32561059306115,-37807684871549,-31709959717611,-1376756,-1376756,-42991532,26067020,26067020,-3805164,4,-3447726,5619517,-4,2496435,5128366,0,-6516755,-344189,281197612767569,109685582852225
12912336443611,57456407734053,-21001773950633,563052,-563052,-46126756,24187276,-24187276,18149884,4,1900174,9457689,4,-2637297,-2074000,0,-6046819,140763,281197612767569,39574819745513
19066327970361,51302416207303,-6704477920215,19383524,-19383524,23448740,16180708,-16180708,-38511196,4,7404568,3812135,4,-2223231,-2050050,0,4045177,-4845881,281197612767569,12860757301137
-13433286676509,32270410532082,-38098333645582,-30682228,17107912,17107912,-14708884,-28494072,-28494072,0,-7123518,-4276978,4,631015,-4969384,-4,3046206,-2701173,281197612767569,180548516582521
-32609284964797,37759459212867,-17159837934220,12750092,12750092,43132368,-14140212,-14140212,40470224,-4,4566978,-6563441,4,5550578,-4219651,0,3535053,3187523,281197612767569,115893597577121
-1308760766909,70368744177664,33685362521442,19115276,0,-4387448,67500,0,-58916024,0,14729006,-1096862,4,265861,2267210,0,16875,-4778819,281197612767569,102616276681481
-27207912053231,43160832124433,6952125787358,4666436,4666436,-51741832,-21835324,-21835324,835704,-4,-667454,-8049249,4,458528,-4886209,0,-5458831,-1166609,281197612767569,169363907926193
-21494282162570,-48874462015094,29483033593499,-12639784,12639784,-43299220,-19004776,19004776,23972556,-4,-6153173,-6194394,-4,-160034,4630411,0,-4751194,3159946,281197612767569,225390080084633
692005726349,-22994910908322,-3243721864728,-340428,-226952,-690714720,4865268,3243512,-50487904,8,-4161954,56424864,-12,-68057,1702044,0,-405439,-28369,281197612767569,177143669920449
10753961578458,-26378541039165,-33236241560041,1349480,-35546356,36895836,-30911704,-20082900,-10828804,4,1356540,-7654981,-4,-4063741,-1568978,-4,3664185,-1231608,281197612767569,184321854946089
-32204152700209,38164591477455,-8928338330552,21622588,21622588,-9383648,3874108,3874108,50389280,-4,6955061,586444,4,5642259,1759468,0,-968527,5405647,281197612767569,259202953502161
27529472523334,42839271654330,7316139393581,-3335912,3335912,-49695564,22890200,-22890200,3489748,4,1126090,7650157,4,253653,-4773734,0,-5722550,-833978,281197612767569,82501250065593
-16954100840038,18905172407187,-53414643337626,30834280,926284,-30834280,6869224,36720908,-6869224,-4,6507045,1895196,0,-1717306,7708570,-4,-2673182,2126767,281197612767569,42120302971361
-16370143349147,-31440279849086,38928464328578,-5659244,-34433528,-34433528,33407732,4319688,4319688,0,1079922,8608382,-4,-4871572,-2785283,4,-3480361,1370472,281197612767569,247678237873993
25833861416465,-44534882761199,184680264964,17478724,17478724,-17546224,-11646268,-11646268,-52724208,4,8349649,-2764690,-4,4831403,-1621866,0,-2911567,-4369681,281197612767569,264989615941361
20004867996943,-30359008183778,-450315241873,-2041796,-4083592,-67748420,16457244,32914488,-5361764,8,-630961,7300599,-4,-354740,4818253,0,-4114311,-510449,281197612767569,62956180382425
18534084246313,19576670877625,51834659931351,-28628828,1891044,28628828,-808604,39380900,808604,4,-7195900,-1642901,0,-202151,7157207,4,2649325,-2115662,281197612767569,136085038646529
30016947667912,-40351796509752,-32173179717881,-6099168,-6099168,-44900324,-23746016,-23746016,9787580,4,-4117351,-5739690,-4,1670456,-5485391,0,-5936504,1524792,281197612767569,70639357089641
1010796699473,-70368744177664,-29197669054979,-1304252,0,129795060,-8485820,0,-18771212,0,-4692803,-32448765,-4,-947651,-330812,0,2121455,-326063,281197612767569,190216390243345
7775794177202,70368744177664,12949250585773,-22181176,0,-3309900,-7163384,0,49690324,0,-12422581,-827475,4,1702255,-929008,0,-1790846,5545294,281197612767569,82981634622713
24588767035010,45779977142654,-11520336149753,-21646840,21646840,-12513252,-5726072,5726072,48702172,4,-8155434,-1149223,4,4020109,1979090,0,-1431518,5411710,281197612767569,19600365093921
11061103359915,-21738014520158,70368744177664,15127212,-34968952,0,24018508,18906184,0,0,4726546,8742238,0,-6004627,3781803,4,-2597879,-205914,281197612767569,83730948127625
-24600920736559,32883507024672,-37485237152992,-33648828,-734080,-734080,-983356,33438848,33438848,0,-8359712,-183520,4,-3053514,4417001,-4,2807675,3995206,281197612767569,108463213053233
-6590631926677,-70368744177664,-27085951441546,11961772,0,-39125544,20423180,0,27323032,0,6830758,9781386,-4,1325536,-2067175,0,-5105795,2990443,281197612767569,124970756147993
-5296638338783,-29614466333464,40754277844200,27771012,1799072,1799072,3769412,-40298080,-40298080,0,10074520,449768,-4,-212540,-4054771,4,1154893,-2887982,281197612767569,251909633115969
7602870855522,-62765873322142,-4271625836139,-15018616,-15018616,-12471724,880712,880712,-74235596,4,-16567100,2553139,-4,-1991799,564792,0,-220178,-3754654,281197612767569,18245061051305
14263000773333,11691508407506,56105743404331,-24389804,-26285240,24389804,-11474092,33796936,11474092,4,-6260069,-6252444,0,-2868523,6097451,4,2189165,318866,281197612767569,129626436803153
-11146151631975,6047926081286,70368744177664,27331172,164888,0,454404,-41191976,0,0,10297994,41222,0,113601,-6832793,4,1621401,593782,281197612767569,239322958263609
-13645814726305,32579998555667,37788745621997,23046524,20106316,-20106316,-27672260,24711436,-24711436,0,6177859,-5026579,4,4913075,2119308,4,-2004990,-3642323,281197612767569,187001196891745
-18742919499936,-23231667450191,28394157227537,33176960,-12101948,21075012,-2240128,-33119068,-35359196,-4,6259317,518636,-4,-2580482,-4750117,4,2020450,-3544123,281197612767569,11045268975561
22632454493236,-25103835191192,-4272619033673,-9371440,-18742880,-18681124,-1303856,-2607712,117542492,8,-10522815,-1381603,-4,-9431404,-1644339,0,-325964,2342860,281197612767569,125699428496241
-16722062336939,26165206855080,-53646681840725,-25330348,-24308064,25330348,14048756,-30966880,-14048756,-4,-7207955,2278260,0,-3512189,-6332587,-4,533765,-3798756,281197612767569,106935503553369
-30392913892746,589131771647,39975830284918,-22212136,13426684,-22212136,18793048,39328572,18793048,-4,-5546215,1953384,0,4698262,5553034,4,-4285928,1403287,281197612767569,64451945879937
34033292496265,-36335451681399,-4362996204068,13300260,13300260,35522416,7397764,7397764,-64894480,4,8491862,4379409,-4,7731758,4501195,0,1849441,-3325065,281197612767569,272096504463337
6389007819914,-19873379378331,44106356979419,-16176600,-35178092,-19001492,-34624472,-5694828,28929644,4,-1150197,-6853900,-4,-6082214,2103527,4,-2573904,1940623,281197612767569,273594460885137
10016735021547,25147768409961,45220975767703,-3859540,-35620444,35620444,32331916,6678852,-6678852,0,1669713,8905111,4,-5432032,-1887673,4,2650947,-922788,281197612767569,215169341175161
-5899940850176,-32234401663744,3467280836353,-10201088,5100544,87848964,-19933184,9966592,-49082044,-4,-5498085,-10123258,-8,1274341,1715725,0,2491648,-1275136,281197612767569,101199326881953
-16875495033223,10886669713060,-53493249144441,7329252,-36181360,-7329252,-28539964,-12727792,28539964,-4,1315022,-7159605,0,-7134991,-1832313,-4,-1866926,1885735,281197612767569,145434918319113
4705816388864,-11505789881583,-70368744177664,-2452480,-48535484,0,22680576,-10229308,0,0,-2557327,12133871,0,-5670144,-613120,-4,756091,911686,281197612767569,219040657207729
-10190206113997,20059512687889,8156064458377,1929420,643140,-279554524,-11758548,-3919516,-46928316,-4,3230807,-19941286,12,2039658,-10064773,0,-979879,-160785,281197612767569,42568864730009
16845775815088,-53522968362576,-32430454330883,10634944,10634944,-40233996,23231168,23231168,17980084,4,742340,8875883,-4,3752681,1182616,0,-5807792,2658736,281197612767569,128277070232513
-10095768229756,-19889903028884,-5333290111749,4854288,-24271440,-25663508,472976,-2364880,229438732,-20,16257668,1353577,-4,-8220403,-1012460,0,-118244,1213572,281197612767569,183754154970153
12010944087795,27046761897668,-43321982279996,1437644,-30741744,-30741744,35901900,15450896,15450896,0,3862724,7685436,4,-6184995,-1090526,-4,-2790480,1449937,281197612767569,173046494172881
-16635069128162,26866837524751,-12062693905378,3035256,1517628,133855352,-16227016,-8113508,26266936,-4,2159477,-12841556,8,2247780,-7780726,0,2028377,379407,281197612767569,39655228704185
-33147994587071,-37220749590593,-14397905398626,16702724,-16702724,33167992,-19849404,19849404,27991544,-4,2686123,-5240330,-4,-4311763,3051668,0,4962351,4175681,281197612767569,115871485629153
5239748488647,-21337860860999,-70368744177664,9354012,-39367964,0,-27358148,-5223996,0,0,1305999,-9841991,0,-6839537,-2338503,-4,2171194,-23745,281197612767569,170630928271433
-8870701429245,21412459629475,-70368744177664,-5846004,39273100,0,28787596,-800244,0,0,200061,9818275,0,7196899,1461501,-4,2164720,-792975,281197612767569,128679531528177
22709046866928,24950650443808,12593155521767,-7204928,14409856,82409372,7507392,-15014784,70399100,8,-6912113,6660279,4,5343831,-6971032,0,1876848,1801232,281197612767569,6114328290265
5502030547670,30653987251001,39714756926663,-22670504,-24737564,24737564,-17016872,31095204,-31095204,0,-7773801,-6184391,4,-1793176,3682247,4,2461042,-1985379,281197612767569,171936100298241
-23561529201083,23111091787297,-23696123189284,-30472940,-21318524,9154416,9884916,-30032156,-39917072,-4,-5805748,1043069,4,-4173520,-3331673,-4,1702291,-4286562,281197612767569,143241593841769
-1651810875235,70368744177664,-25832823155506,-2355596,0,-74753224,14717300,0,-10924744,0,-2731186,18688306,4,-1414815,222494,0,-3679325,-588899,281197612767569,89638431091985
22960764460602,-14374075467355,47407979717062,8933608,35631764,-8933608,30192936,-5604940,-30192936,4,2485885,5545138,0,7548234,-2233402,4,1084650,-3362803,281197612767569,178909080643065
1145478611384,70368744177664,-12352198068769,-8640800,0,-54756484,-15631136,0,31246396,0,-7811599,-13689121,4,-558795,602026,0,-3907784,2160200,281197612767569,254367411997985
31737701553363,6893341070938,4884878348242,-88244,176488,87144264,-12914196,25828392,-5686520,8,-587504,-2131106,4,417063,9827480,0,3228549,-22061,281197612767569,8211717729417
5337530678692,-32515606749486,-14314892190133,-14424432,-7212216,46853420,-5733232,-2866616,-137487444,4,-15736576,-5779233,-8,-2898709,-154889,0,716654,-1803054,281197612767569,244949979766321
18110398675216,-52258345502448,19051499905691,21931072,21931072,-16073108,-928192,-928192,52018380,4,9594853,1499722,-4,3409742,2518555,0,232048,5482768,281197612767569,43965623716889
-19347897769305,-31672948639054,20645196007189,13635228,-27270456,31336532,5960924,-11921848,-68873452,-8,8624405,1525949,-4,-4296979,-3154092,0,1490231,-3408807,281197612767569,119319017697345
-9982581363679,60386162813985,17417764464535,-15004540,-15004540,-29269412,4577252,4577252,-66108420,-4,-14465795,5350820,4,-2061310,1966533,0,-1144313,-3751135,281197612767569,214088803177641
15635233652303,-39098276873058,18370351256413,15785276,31570552,-7653004,-723652,-1447304,-70975116,8,9953255,997399,-4,3895262,-1455325,0,-180913,-3946319,281197612767569,42815528719185
